pageName|name|testData|xpath
companyClient|cellNum_3|TS7502<name>6661|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[6]/div/table/tbody/tr[2]/td[2]/div/div/div/input[3]
companyClient|Email|TS7510<name>syoukyaku@yd9.nto.ne.jp|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[6]/div/table/tbody/tr[3]/td[2]/div/div/input
companyClient|URL|TS7511<name>http://syoukyaku.com|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[6]/div/table/tbody/tr[4]/td[2]/div/div/input
companyClient|establishment_year|TS7512<name>10|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr/td[2]/div/div/span[2]/input
companyClient|establishment_month|TS7512<name>10|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr/td[2]/div/div/span[2]/input[2]
companyClient|establishment_day|TS7512<name>10|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr/td[2]/div/div/span[2]/input[3]
companyClient|endingMonth|TS7513<name>3<data>TS3864<name>3|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[3]/td[2]/div/div/div/div/input
companyClient|endingDate|TS7513<name>31<data>TS3864<name>3|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[3]/td[2]/div/div/div/div[2]/input
companyClient|amountOfFounds|TS7540<name>2,500,000,000|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[7]/td[2]/div/div/input
companyClient|amountOfFoundsAndOther|TS7541<name>1,200,000,000|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[8]/td[2]/div/div/input
companyClient|representativeName_1|TS7542<name>償却|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[9]/td[2]/div/div/div/div/input
companyClient|representativeName_2|TS7542<name>太郎|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[9]/td[2]/div/div/div/div[2]/input
companyClient|representativeNameKaana_1|TS7543<name>ショウキャ|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[10]/td[2]/div/div/div/div/input
companyClient|representativeNameKana_2|TS7543<name>タロウ|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[10]/td[2]/div/div/div/div[2]/input
companyClient|accountingMangerName_1|TS7577<name>申告|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[11]/td[2]/div/div/div/div/input
companyClient|accountingMangerName_2|TS7577<name>花子|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[11]/td[2]/div/div/div/div[2]/input
companyClient|accountingMangerNameKana_1|TS7578<name>シンコク|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[12]/td[2]/div/div/div/div/input
companyClient|accountingMangerNameKana_2|TS7578<name>ハナコ|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[12]/td[2]/div/div/div/div[2]/input
companyClient|accountingInChargeName_1|TS7579<name>経理|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[13]/td[2]/div/div/div/div/input
companyClient|accountingInChargeName_2|TS7579<name>太郎|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[13]/td[2]/div/div/div/div[2]/input
companyClient|accountingInChargeNameKana_1|TS7580<name>ケイリ|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[14]/td[2]/div/div/div/div/input
companyClient|accountingInChargeNameKana_2|TS7580<name>タロウ|//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[8]/div/table/tbody/tr[14]/td[2]/div/div/div/div[2]/input
companyClient|zipCode_disp||//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[3]/div/table/tbody/tr/td[2]/div/span
companyClient|localGovernmentCode_disp||//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[3]/div/table/tbody/tr[2]/td[2]/div/span
companyClient|address_disp||//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[3]/div/table/tbody/tr[3]/td[2]/div/span
companyClient|addressKana_disp||//html/body/div/div[2]/div/div/div/div/div/div/div[3]/div/div/div/div/div/div[3]/div[3]/div/table/tbody/tr[4]/td[2]/div/span
companyClient|okForDel||//html/body/div[3]/div[3]/div/div/div/table[2]/tbody/tr/td/table/tbody/tr/td/button
companyClient|okForRemove||//html/body/div[3]/div[2]/div/div/div/table[2]/tbody/tr/td/table/tbody/tr/td/button


bottomMenu|delButton||//html/body/div/div[2]/div/div/div[2]/div/div/div/div/div/table[2]/tbody/tr/td[4]/table/tbody/tr/td[3]/button
bottomMenu|save||//html/body/div/div[2]/div/div/div[2]/div/div/div/div/div/table[2]/tbody/tr/td[2]/table/tbody/tr/td/button
bottomMenu|close||//html/body/div/div[2]/div/div/div[2]/div/div/div/div/div/table[2]/tbody/tr/td[3]/table/tbody/tr/td[4]/button
bottomMenu|edit||//html/body/div/div[2]/div/div/div[2]/div/div/div/div/div/table[2]/tbody/tr/td/table/tbody/tr/td[4]/button
